fit_time,score_time,test_score
0.7954909801483154,0.03640031814575195,0.523
0.7801029682159424,0.03616809844970703,0.5055
0.7817723751068115,0.025602102279663086,0.5045
0.791363000869751,0.0286409854888916,0.49
0.7780096530914307,0.035453081130981445,0.5055
